score,decision,prep,n_obs,source_dataset,source_food_id,description,reasons
0.9,keep,raw,1,sr28,15167,"Mollusks, oyster, eastern, wild, raw",+raw
0.9,keep,raw,27,sr28,15057,"Fish, ocean perch, Atlantic, raw",+raw
0.9,keep,raw,28,fdc_sr_legacy,174196,"Fish, flatfish (flounder and sole species), raw",+raw
0.9,keep,raw,26,sr28,15033,"Fish, haddock, raw",+raw
0.9,keep,raw,27,sr28,15127,"Fish, tuna, fresh, yellowfin, raw",+raw
0.9,keep,raw,6,sr28,15038,"Fish, halibut, Greenland, raw",+raw
0.9,keep,raw,25,fdc_sr_legacy,174220,"Mollusks, scallop, mixed species, raw",+raw
0.9,keep,raw,16,sr28,15022,"Fish, cusk, raw",+raw
0.9,keep,raw,27,sr28,15036,"Fish, halibut, Atlantic and Pacific, raw",+raw
0.9,keep,raw,8,sr28,15104,"Fish, sturgeon, mixed species, raw",+raw
0.9,keep,raw,29,sr28,15149,"Crustaceans, shrimp, mixed species, raw (may have been previously frozen)",+raw
0.9,keep,raw,27,sr28,15085,"Fish, salmon, sockeye, raw",+raw
0.9,keep,raw,27,fdc_sr_legacy,175138,"Fish, salmon, pink, raw",+raw
0.9,keep,raw,13,sr28,15117,"Fish, tuna, fresh, bluefin, raw",+raw
0.9,keep,raw,3,sr28,15005,"Fish, bluefish, raw",+raw
0.9,keep,raw,14,sr28,15136,"Crustaceans, crab, alaska king, raw",+raw
0.9,keep,raw,8,sr28,15144,"Crustaceans, crab, queen, raw",+raw
0.9,keep,raw,19,sr28,15015,"Fish, cod, Atlantic, raw",+raw
0.9,keep,raw,6,sr28,15013,"Fish, cisco, raw",+raw
0.9,keep,raw,16,fdc_sr_legacy,173725,"Fish, pollock, Alaska, raw",+raw
0.9,keep,raw,1,fdc_sr_legacy,171955,"Fish, cod, Atlantic, raw",+raw
0.9,keep,raw,27,fdc_sr_legacy,175159,"Fish, tuna, fresh, yellowfin, raw",+raw
0.9,keep,raw,13,sr28,15074,"Fish, sablefish, raw",+raw
0.9,keep,raw,27,fdc_sr_legacy,175165,"Fish, catfish, channel, farmed, raw",+raw
0.9,keep,raw,13,sr28,15064,"Fish, pike, walleye, raw",+raw
0.9,keep,raw,27,sr28,15066,"Fish, pollock, Alaska, raw (may have been previously frozen)",+raw
0.9,keep,raw,21,sr28,15073,"Fish, roughy, orange, raw",+raw
0.9,keep,raw,6,sr28,15095,"Fish, shark, mixed species, raw",+raw
0.9,keep,raw,21,sr28,15245,"Mollusks, oyster, eastern, farmed, raw",+raw
0.9,keep,raw,19,sr28,15055,"Fish, mullet, striped, raw",+raw
0.9,keep,raw,27,sr28,15110,"Fish, swordfish, raw",+raw
0.9,keep,raw,18,fdc_sr_legacy,173688,"Fish, salmon, chinook, raw",+raw
0.9,keep,raw,8,sr28,15079,"Fish, salmon, chum, raw",+raw
0.9,keep,raw,10,sr28,15132,"Fish, whiting, mixed species, raw",+raw
0.9,keep,raw,28,fdc_sr_legacy,174191,"Fish, cod, Pacific, raw (may have been previously frozen)",+raw
0.9,keep,raw,6,sr28,15060,"Fish, perch, mixed species, raw",+raw
0.9,keep,raw,7,sr28,15004,"Fish, bass, striped, raw",+raw
0.9,keep,raw,12,sr28,15164,"Mollusks, mussel, blue, raw",+raw
0.9,keep,raw,9,sr28,15134,"Fish, wolffish, Atlantic, raw",+raw
0.9,keep,raw,28,sr28,15028,"Fish, flatfish (flounder and sole species), raw",+raw
0.9,keep,raw,5,sr28,15001,"Fish, anchovy, european, raw",+raw
0.9,keep,raw,17,fdc_foundation,2684445,"Fish, catfish, farm raised, raw",+raw
0.9,keep,raw,26,fdc_sr_legacy,175125,"Fish, ocean perch, Atlantic, raw",+raw
0.9,keep,raw,6,sr28,15059,"Fish, pout, ocean, raw",+raw
0.9,keep,raw,27,fdc_sr_legacy,173717,"Fish, trout, rainbow, farmed, raw",+raw
0.9,keep,raw,6,sr28,15130,"Fish, whitefish, mixed species, raw",+raw
0.9,keep,raw,26,fdc_sr_legacy,171964,"Fish, haddock, raw",+raw
0.9,keep,raw,12,sr28,15044,"Fish, ling, raw",+raw
0.9,keep,raw,12,sr28,15076,"Fish, salmon, Atlantic, wild, raw",+raw
0.9,keep,raw,13,sr28,15051,"Fish, mackerel, spanish, raw",+raw
0.9,keep,raw,18,sr28,15046,"Fish, mackerel, Atlantic, raw",+raw
0.9,keep,raw,18,sr28,15008,"Fish, carp, raw",+raw
0.9,keep,raw,14,sr28,15065,"Fish, pollock, Atlantic, raw",+raw
0.9,keep,raw,19,fdc_foundation,2684441,"Fish, salmon, Atlantic, farm raised, raw",+raw
0.9,keep,raw,16,fdc_foundation,2684443,"Crustaceans, shrimp, farm raised, raw",+raw
0.9,keep,raw,9,sr28,15006,"Fish, burbot, raw",+raw
0.9,keep,raw,28,sr28,15157,"Mollusks, clam, mixed species, raw",+raw
0.9,keep,raw,16,fdc_sr_legacy,175179,"Crustaceans, shrimp, raw",+raw
0.9,keep,raw,20,sr28,15010,"Fish, catfish, channel, wild, raw",+raw
0.9,keep,raw,28,sr28,15234,"Fish, catfish, channel, farmed, raw",+raw
0.9,keep,raw,13,sr28,15024,"Fish, drum, freshwater, raw",+raw
0.9,keep,raw,4,sr28,15101,"Fish, snapper, mixed species, raw",+raw
0.9,keep,raw,6,sr28,15020,"Fish, croaker, Atlantic, raw",+raw
0.9,keep,raw,2,sr28,15053,"Fish, milkfish, raw",+raw
0.9,keep,raw,25,sr28,15172,"Mollusks, scallop, mixed species, raw",+raw
0.9,keep,raw,5,sr28,15135,"Fish, yellowtail, mixed species, raw",+raw
0.9,keep,raw,28,sr28,15240,"Fish, trout, rainbow, farmed, raw",+raw
0.9,keep,raw,10,sr28,15050,"Fish, mackerel, Pacific and jack, mixed species, raw",+raw
0.9,keep,raw,16,sr28,15139,"Crustaceans, crab, blue, raw",+raw
0.9,keep,raw,27,sr28,35149,"Fish, halibut, raw, with skin (Alaska Native)",+raw
0.9,keep,raw,6,sr28,15094,"Fish, shad, american, raw",+raw
